Time,Voltage,Temperature,Temperature,Temperature,Time,Current
464,0.003,238.5,318.1,335.3,464,-0.0002
465,0.003,235.1,315.3,331.8,465,-0.0001
466,0.003,237.2,312.3,328.2,466,-0.0001
467,0.003,232,309.5,325,467,-0.0001
468,0.003,229.2,306.5,321.6,468,-0.0001
469,0.003,226.1,306.8,318.4,469,0
470,0.003,227.1,306.3,314.9,470,0
471,0.003,227.3,298.2,311.7,471,0
472,0.0035,222.5,295.5,308.7,472,0
473,0.0035,220.1,294.4,305.9,473,0
474,0.003,220.5,292.8,303,474,0.0001
475,0.0035,214.4,291.5,300.7,475,0.0001
476,0.003,215.4,290.2,296.9,476,0.0001
477,0.003,211.9,288.8,293.6,477,0.0001
478,0.0035,208,287.2,290.4,478,0.0001
479,0.0035,207.1,285.4,287.4,479,0.0001
480,0.003,206.2,283.5,284.6,480,0.0001
481,0.0035,204.2,281.7,282,481,0.0001
482,0.003,203.2,279.8,279.5,482,0.0001
483,0.0035,200.5,277.9,277.1,483,0.0001
484,0.0035,200.2,275.9,274.8,484,0.0001
485,0.0035,197.1,274,272.6,485,0.0002
486,0.003,196.6,272,270.4,486,0.0002
487,0.0035,194.2,270.1,268.4,487,0.0002
488,0.0035,193.7,268.2,266.4,488,0.0002
489,0.0035,192.2,266.4,264.5,489,0.0002
490,0.0035,189.9,264.5,262.6,490,0.0002
491,0.0035,188.9,262.6,260.6,491,0.0002
492,0.0035,187.2,260.8,258.6,492,0.0002
493,0.0035,186.2,259,256.8,493,0.0002
494,0.004,185.5,257.2,255,494,0.0002
495,0.0035,183.6,255.5,253.2,495,0.0002
496,0.0035,182.8,253.8,251.5,496,0.0002
497,0.0035,181.5,252,249.9,497,0.0002
498,0.0035,180.2,250.3,248.3,498,0.0002
499,0.0035,178.8,248.6,246.7,499,0.0002
500,0.0035,177.8,246.9,245.3,500,0.0002
501,0.0035,177.3,245.2,243.8,501,0.0002
502,0.0035,175.4,243.6,242.3,502,0.0002
503,0.0035,174.3,242,240.8,503,0.0003
504,0.0035,174.3,240.4,239.3,504,0.0002
505,0.0035,174.2,238.8,237.8,505,0.0003
506,0.0035,173,237.3,236.4,506,0.0003
507,0.0035,170.6,235.7,234.9,507,0.0002
508,0.0035,169.3,234.2,233.5,508,0.0003
509,0.0035,168.3,232.7,232.1,509,0.0003
510,0.0035,167.3,231.2,230.7,510,0.0003
511,0.0035,166.4,229.7,229.3,511,0.0003
512,0.0035,165.3,228.2,227.9,512,0.0003
513,0.004,164.3,226.7,226.6,513,0.0003
514,0.0035,163.3,225.3,225.2,514,0.0003
515,0.004,162.4,223.9,223.9,515,0.0003
516,0.0035,161.5,222.5,222.6,516,0.0003
517,0.0035,160.5,221.1,221.3,517,0.0003
518,0.0035,159.7,219.7,220.1,518,0.0003
519,0.004,158.8,218.4,218.9,519,0.0003
520,0.0035,157.9,217.1,217.7,520,0.0003
521,0.004,157,215.7,216.5,521,0.0003
522,0.0035,156.2,214.5,215.2,522,0.0003
523,0.0035,155.4,213.2,214,523,0.0003
524,0.0035,154.5,212,212.9,524,0.0003
525,0.004,153.7,210.8,211,525,0.0003
526,0.004,152.9,209.6,209.2,526,0.0003
527,0.0035,152,208.3,207.9,527,0.0003
528,0.004,151.3,207.2,206.8,528,0.0003
529,0.0035,150.5,206.1,205.8,529,0.0003
530,0.004,149.7,204.9,204.7,530,0.0003
531,0.0035,149,203.7,203.6,531,0.0003
532,0.004,148.2,202.5,202.6,532,0.0003
533,0.0035,147.5,201.5,201.6,533,0.0003
534,0.0035,146.8,200.3,200.5,534,0.0003
535,0.0035,146,199.1,199.4,535,0.0003
536,0.0035,145.3,198.1,198.5,536,0.0003
537,0.0035,144.6,197,197.5,537,0.0003
538,0.004,143.9,195.9,196.5,538,0.0003
539,0.0035,143.2,194.9,195.5,539,0.0003
540,0.0035,142.5,193.9,194.6,540,0.0003
541,0.0035,141.9,192.9,193.6,541,0.0003
542,0.004,141.2,191.8,192.7,542,0.0003
543,0.0035,140.5,190.9,191.8,543,0.0003
544,0.0035,139.9,189.9,190.9,544,0.0003
545,0.004,139.2,188.9,190.1,545,0.0003
546,0.0035,138.6,187.9,189.2,546,0.0003
547,0.0035,138,187,188.4,547,0.0003
548,0.0035,137.4,186,187.5,548,0.0003
549,0.0035,136.8,185.1,186.6,549,0.0003
550,0.004,136.2,184.1,185.7,550,0.0003
551,0.0035,135.6,183.3,184.8,551,0.0003
552,0.0035,135,182.4,183.8,552,0.0003
553,0.004,134.4,181.6,182.9,553,0.0003
554,0.0035,133.8,180.7,182.1,554,0.0003
555,0.0035,133.3,179.9,181.2,555,0.0003
556,0.0035,132.7,179,180.4,556,0.0003
557,0.0035,132.1,178.1,179.6,557,0.0003
558,0.004,131.7,177.3,178.8,558,0.0003
559,0.0035,131.1,176.5,178,559,0.0003
560,0.0035,130.6,175.7,177.2,560,0.0003
561,0.0035,130,174.9,176.4,561,0.0003
562,0.0035,129.5,174.1,175.6,562,0.0003
563,0.0035,129,173.4,174.8,563,0.0003
564,0.0035,128.5,172.6,174,564,0.0003
565,0.004,127.9,171.9,173.3,565,0.0003
566,0.004,127.4,171.2,172.5,566,0.0003
567,0.004,126.9,170.4,171.8,567,0.0003
568,0.004,126.4,169.7,171.1,568,0.0003
569,0.0035,125.9,169,170.4,569,0.0003
570,0.0035,125.5,168.2,169.8,570,0.0003
571,0.004,125,167.6,169.1,571,0.0003
572,0.004,124.5,166.8,168.4,572,0.0003
573,0.004,124,166.2,167.7,573,0.0003
574,0.0035,123.5,165.5,167,574,0.0003
575,0.004,123.1,164.7,166.3,575,0.0003
576,0.004,122.6,164.1,165.6,576,0.0003
577,0.0035,122.2,163.4,165,577,0.0003
578,0.004,121.7,162.8,164.3,578,0.0003
579,0.004,121.2,162.1,163.7,579,0.0003
580,0.0035,120.8,161.5,163,580,0.0003
581,0.004,120.4,160.8,162.3,581,0.0003
582,0.004,119.9,160.2,161.6,582,0.0003
583,0.0035,119.5,159.6,161,583,0.0003
584,0.004,119.1,158.9,160.4,584,0.0003
585,0.004,118.7,158.3,159.7,585,0.0003
586,0.004,118.2,157.7,159.1,586,0.0003
587,0.004,117.8,157.1,158.5,587,0.0003
588,0.004,117.4,156.4,157.9,588,0.0003
589,0.004,117,155.9,157.3,589,0.0003
590,0.004,116.6,155.2,156.7,590,0.0003
591,0.0035,116.2,154.7,156.2,591,0.0003
592,0.004,115.8,154,155.6,592,0.0003
593,0.004,115.4,153.5,155,593,0.0003
594,0.004,115,152.9,154.4,594,0.0003
595,0.004,114.6,152.4,153.8,595,0.0003
596,0.004,114.2,151.8,153.2,596,0.0003
597,0.0035,113.8,151.2,152.7,597,0.0003
598,0.004,113.4,150.7,152.1,598,0.0003
599,0.004,113.1,150.1,151.6,599,0.0003
600,0.004,112.6,149.6,151.1,600,0.0003
601,0.0035,112.3,149,150.5,601,0.0003
602,0.004,111.9,148.5,149.9,602,0.0003
603,0.004,111.6,148,149.4,603,0.0003
604,0.004,111.2,147.5,148.9,604,0.0003
605,0.0035,110.9,147,148.4,605,0.0003
606,0.004,110.5,146.4,147.9,606,0.0003
607,0.0035,110.1,145.9,147.5,607,0.0003
608,0.004,109.8,145.4,147,608,0.0003
609,0.0035,109.4,144.9,146.6,609,0.0003
610,0.004,109.1,144.4,146,610,0.0003
611,0.0035,108.7,143.9,145.6,611,0.0003
612,0.004,108.4,143.4,145.1,612,0.0003
613,0.0035,108.1,142.9,144.6,613,0.0003
614,0.0035,107.8,142.4,144.1,614,0.0003
615,0.004,107.4,142,143.6,615,0.0003
616,0.004,107.1,141.5,143.2,616,0.0003
617,0.0035,106.8,141,142.7,617,0.0003
618,0.004,106.4,140.6,142.3,618,0.0003
619,0.004,106.1,140.1,141.8,619,0.0003
620,0.004,105.8,139.6,141.4,620,0.0003
621,0.004,105.4,139.2,140.9,621,0.0003
622,0.004,105.1,138.7,140.4,622,0.0003
623,0.004,104.8,138.3,140,623,0.0003
624,0.004,104.5,137.8,139.5,624,0.0003
625,0.0035,104.2,137.4,139.1,625,0.0003
626,0.004,103.9,136.9,138.6,626,0.0003
627,0.004,103.6,136.4,138.2,627,0.0003
628,0.004,103.3,136,137.8,628,0.0003
629,0.004,103,135.6,137.3,629,0.0003
630,0.004,102.7,135.1,136.9,630,0.0003
631,0.004,102.4,134.7,136.5,631,0.0004
632,0.004,102.1,134.3,136,632,0.0003
633,0.004,101.8,133.9,135.6,633,0.0003
634,0.004,101.6,133.5,135.2,634,0.0003
635,0.004,101.3,133.1,134.8,635,0.0003
636,0.0035,101,132.7,134.4,636,0.0003
637,0.004,100.7,132.2,134,637,0.0003
638,0.004,100.4,131.8,133.6,638,0.0003
639,0.0035,100.1,131.4,133.2,639,0.0003
640,0.004,99.8,131,132.8,640,0.0003
641,0.004,99.5,130.6,132.4,641,0.0003
642,0.004,99.3,130.2,132,642,0.0003
643,0.004,99,129.8,131.6,643,0.0003
644,0.004,98.7,129.5,131.2,644,0.0003
645,0.004,98.4,129.1,130.9,645,0.0003
646,0.004,98.2,128.6,130.5,646,0.0003
647,0.004,97.9,128.3,130.1,647,0.0003
648,0.004,97.7,127.9,129.8,648,0.0003
649,0.004,97.4,127.5,129.4,649,0.0003
650,0.0045,97.2,127.1,128.9,650,0.0003
651,0.004,96.9,126.8,128.6,651,0.0003
652,0.004,96.7,126.4,128.1,652,0.0003
653,0.0035,96.3,126,127.8,653,0.0003
654,0.004,96.1,125.7,127.4,654,0.0003
655,0.0035,95.8,125.3,127.1,655,0.0003
656,0.0045,95.6,125,126.7,656,0.0003
657,0.004,95.4,124.6,126.4,657,0.0003
658,0.004,95.1,124.2,126.1,658,0.0003
659,0.004,94.9,123.9,125.8,659,0.0003
660,0.0035,94.6,123.5,125.4,660,0.0003
661,0.004,94.4,123.1,125,661,0.0003
662,0.004,94.1,122.8,124.7,662,0.0003
663,0.0035,93.9,122.4,124.4,663,0.0003
664,0.004,93.6,122.1,124.1,664,0.0003
665,0.004,93.4,121.8,123.7,665,0.0003
666,0.004,93.1,121.5,123.4,666,0.0003
667,0.004,92.9,121.1,123.1,667,0.0003
668,0.004,92.7,120.8,122.7,668,0.0003
669,0.004,92.4,120.4,122.4,669,0.0003
670,0.004,92.2,120.1,122.1,670,0.0003
671,0.004,91.9,119.8,121.8,671,0.0003
672,0.004,91.7,119.4,121.5,672,0.0003
673,0.004,91.4,119.1,121.2,673,0.0003
674,0.004,91.2,118.8,120.8,674,0.0003
675,0.004,91,118.5,120.5,675,0.0003
676,0.004,90.7,118.1,120.2,676,0.0003
677,0.004,90.6,117.8,119.9,677,0.0003
678,0.004,90.3,117.5,119.6,678,0.0003
679,0.004,90.1,117.2,119.3,679,0.0003
680,0.004,89.9,116.9,119,680,0.0003
681,0.004,89.6,116.6,118.7,681,0.0003
682,0.004,89.4,116.3,118.4,682,0.0003
683,0.004,89.2,115.9,118.2,683,0.0003
684,0.004,89,115.6,117.8,684,0.0003
685,0.004,88.8,115.4,117.5,685,0.0003
686,0.004,88.5,115,117.2,686,0.0003
687,0.004,88.3,114.7,116.9,687,0.0003
688,0.004,88.1,114.4,116.6,688,0.0003
689,0.004,87.9,114.1,116.3,689,0.0003
690,0.004,87.6,113.8,116,690,0.0003
691,0.004,87.4,113.5,115.7,691,0.0003
692,0.004,87.2,113.2,115.4,692,0.0003
693,0.004,87,112.9,115.1,693,0.0003
694,0.004,86.8,112.6,114.8,694,0.0003
695,0.004,86.6,112.3,114.5,695,0.0003
696,0.004,86.4,112,114.2,696,0.0003
697,0.004,86.2,111.7,113.9,697,0.0003
698,0.004,86,111.4,113.6,698,0.0003
699,0.004,85.8,111.2,113.4,699,0.0003
700,0.004,85.6,110.9,113.1,700,0.0003
701,0.004,85.4,110.6,112.8,701,0.0003
702,0.004,85.2,110.3,112.5,702,0.0003
703,0.0045,85,110,112.2,703,0.0003
704,0.004,84.8,109.8,111.9,704,0.0003
705,0.004,84.6,109.5,111.6,705,0.0003
706,0.004,84.4,109.2,111.3,706,0.0003
707,0.004,84.2,108.9,111.1,707,0.0003
708,0.0035,84.1,108.7,110.9,708,0.0003
709,0.004,83.8,108.4,110.6,709,0.0003
710,0.004,83.6,108.1,110.4,710,0.0003
711,0.004,83.4,107.9,110.1,711,0.0003
712,0.004,83.2,107.6,109.9,712,0.0003
713,0.004,83.1,107.4,109.6,713,0.0003
714,0.004,82.9,107.1,109.4,714,0.0003
715,0.004,82.7,106.8,109.1,715,0.0003
716,0.004,82.5,106.5,108.8,716,0.0003
717,0.004,82.3,106.3,108.5,717,0.0003
718,0.004,82.1,106,108.3,718,0.0003
719,0.0045,81.9,105.8,108,719,0.0003
720,0.004,81.8,105.5,107.8,720,0.0003
721,0.0035,81.6,105.2,107.5,721,0.0003
722,0.004,81.4,105,107.3,722,0.0003
723,0.004,81.2,104.7,107.1,723,0.0003
724,0.004,81,104.5,106.9,724,0.0003
725,0.004,80.8,104.2,106.7,725,0.0003
726,0.0045,80.6,104,106.4,726,0.0003
727,0.004,80.5,103.8,106.2,727,0.0003
728,0.004,80.3,103.5,106,728,0.0004
729,0.004,80.1,103.3,105.7,729,0.0003
730,0.0035,79.9,103,105.5,730,0.0003
731,0.004,79.7,102.8,105.2,731,0.0003
732,0.004,79.6,102.6,105.1,732,0.0003
733,0.004,79.4,102.3,104.8,733,0.0003
734,0.004,79.4,102.2,104.7,734,0.0003
735,0.004,79.2,101.9,104.5,735,0.0003
736,0.004,79,101.7,104.2,736,0.0003
737,0.0035,78.9,101.5,104,737,0.0003
738,0.004,78.7,101.2,103.8,738,0.0003
739,0.004,78.5,101,103.6,739,0.0003
740,0.004,78.3,100.8,103.4,740,0.0003
741,0.004,78.2,100.5,103.2,741,0.0003
742,0.004,78,100.3,102.9,742,0.0003
743,0.004,77.9,100.1,102.8,743,0.0003
744,0.004,77.7,99.8,102.5,744,0.0003
745,0.004,77.5,99.6,102.3,745,0.0003
746,0.0035,77.4,99.4,102.1,746,0.0003
747,0.004,77.2,99.1,101.9,747,0.0003
748,0.004,77.1,98.9,101.6,748,0.0003
749,0.004,76.9,98.7,101.4,749,0.0003
750,0.004,76.8,98.5,101.2,750,0.0003
751,0.004,76.6,98.3,101,751,0.0003
752,0.004,76.4,98,100.8,752,0.0003
753,0.0035,76.3,97.8,100.6,753,0.0003
754,0.004,76.1,97.6,100.4,754,0.0003
755,0.004,76,97.4,100.1,755,0.0003
756,0.004,75.8,97.2,100,756,0.0003
757,0.004,75.7,96.9,99.7,757,0.0003
758,0.004,75.5,96.7,99.6,758,0.0003
759,0.004,75.3,96.5,99.4,759,0.0003
760,0.0045,75.2,96.3,99.1,760,0.0003
761,0.004,75.1,96.1,99,761,0.0003
762,0.004,74.9,95.9,98.8,762,0.0003
763,0.004,74.7,95.6,98.6,763,0.0003
764,0.0045,74.6,95.5,98.4,764,0.0003
765,0.004,74.4,95.2,98.3,765,0.0003
766,0.004,74.3,95,98.2,766,0.0003
767,0.004,74.1,94.8,98,767,0.0003
768,0.004,73.9,94.6,97.9,768,0.0003
769,0.004,73.8,94.4,97.7,769,0.0003
770,0.0045,73.6,94.2,97.5,770,0.0003
771,0.004,73.5,94,97.3,771,0.0003
772,0.004,73.3,93.8,97.1,772,0.0003
773,0.004,73.2,93.6,96.8,773,0.0003
774,0.004,73,93.4,96.6,774,0.0003
775,0.004,72.9,93.2,96.5,775,0.0003
776,0.004,72.8,93,96.2,776,0.0003
777,0.004,72.6,92.8,96,777,0.0003
778,0.004,72.5,92.6,95.9,778,0.0003
779,0.004,72.3,92.3,95.6,779,0.0003
780,0.004,72.2,92.1,95.4,780,0.0003
781,0.004,72,92,95.2,781,0.0003
782,0.004,71.9,91.7,95.1,782,0.0003
783,0.004,71.8,91.5,94.9,783,0.0003
784,0.004,71.6,91.3,94.7,784,0.0003
785,0.004,71.5,91.1,94.6,785,0.0003
786,0.004,71.4,90.9,94.4,786,0.0003
787,0.004,71.2,90.7,94.2,787,0.0003
788,0.004,71.1,90.5,94,788,0.0003
789,0.004,71,90.3,93.9,789,0.0003
790,0.004,70.8,90.1,93.7,790,0.0003
791,0.004,70.7,89.9,93.4,791,0.0003
792,0.004,70.6,89.8,93.2,792,0.0003
793,0.004,70.4,89.6,93,793,0.0003
794,0.004,70.3,89.4,92.8,794,0.0003
795,0.004,70.2,89.2,92.7,795,0.0003
796,0.004,70,89,92.5,796,0.0003
797,0.004,69.9,88.8,92.3,797,0.0003
798,0.004,69.7,88.6,92.1,798,0.0003
799,0.004,69.6,88.4,92,799,0.0003
800,0.004,69.4,88.2,91.7,800,0.0003
801,0.004,69.3,88,91.5,801,0.0003
802,0.004,69.2,87.8,91.4,802,0.0003
803,0.004,69.1,87.7,91.2,803,0.0003
804,0.004,69,87.5,91.1,804,0.0003
805,0.004,68.8,87.3,90.9,805,0.0003
806,0.004,68.7,87.1,90.7,806,0.0003
807,0.004,68.5,86.9,90.5,807,0.0003
808,0.004,68.4,86.8,90.3,808,0.0003
809,0.004,68.3,86.6,90.1,809,0.0003
810,0.004,68.2,86.4,89.9,810,0.0003
811,0.004,68,86.2,89.8,811,0.0003
812,0.004,67.9,86,89.6,812,0.0003
813,0.004,67.8,85.9,89.5,813,0.0003
814,0.004,67.7,85.7,89.3,814,0.0003
815,0.004,67.5,85.5,89.1,815,0.0003
816,0.004,67.4,85.3,89,816,0.0003
817,0.004,67.3,85.1,88.8,817,0.0003
818,0.004,67.1,85,88.6,818,0.0003
819,0.004,67.1,84.8,88.5,819,0.0003
820,0.004,67,84.6,88.3,820,0.0003
821,0.004,66.8,84.4,88.2,821,0.0003
822,0.004,66.7,84.3,88,822,0.0004
823,0.004,66.6,84.1,87.8,823,0.0003
824,0.004,66.5,84,87.6,824,0.0003
825,0.004,66.3,83.8,87.5,825,0.0003
826,0.0045,66.2,83.6,87.3,826,0.0003
827,0.004,66.1,83.4,87.1,827,0.0003
828,0.004,66,83.3,87,828,0.0003
829,0.004,65.9,83.1,86.8,829,0.0003
830,0.004,65.8,82.9,86.7,830,0.0003
831,0.004,65.7,82.7,86.5,831,0.0003
832,0.004,65.5,82.6,86.3,832,0.0003
833,0.004,65.4,82.4,86.2,833,0.0003
834,0.004,65.3,82.2,86,834,0.0003
835,0.004,65.2,82.1,85.9,835,0.0003
836,0.004,65.1,81.9,85.7,836,0.0003
837,0.0035,65,81.8,85.6,837,0.0003
838,0.0045,64.8,81.6,85.4,838,0.0003
839,0.004,64.7,81.4,85.2,839,0.0003
840,0.004,64.6,81.3,85.1,840,0.0003
841,0.004,64.5,81.1,84.9,841,0.0003
842,0.004,64.4,80.9,84.7,842,0.0003
843,0.004,64.3,80.8,84.6,843,0.0003
844,0.004,64.1,80.6,84.4,844,0.0003
845,0.004,64,80.4,84.3,845,0.0003
846,0.004,63.9,80.3,84.1,846,0.0003
847,0.004,63.8,80.1,84,847,0.0003
848,0.004,63.7,80,83.8,848,0.0003
849,0.004,63.6,79.8,83.7,849,0.0003
850,0.004,63.5,79.6,83.5,850,0.0003
851,0.004,63.4,79.5,83.4,851,0.0003
852,0.004,63.3,79.4,83.2,852,0.0003
853,0.004,63.2,79.2,83,853,0.0003
854,0.004,63.1,79.1,82.9,854,0.0003
855,0.004,63.1,79,82.9,855,0.0003
856,0.004,63,78.8,82.7,856,0.0003
857,0.004,62.9,78.7,82.6,857,0.0003
858,0.004,62.8,78.6,82.4,858,0.0003
859,0.004,62.7,78.4,82.3,859,0.0003
860,0.004,62.6,78.2,82.1,860,0.0003
861,0.004,62.4,78.1,82,861,0.0003
862,0.004,62.4,78,81.8,862,0.0003
863,0.004,62.3,77.8,81.7,863,0.0003
864,0.004,62.1,77.7,81.6,864,0.0003
865,0.004,62.1,77.5,81.4,865,0.0003
866,0.004,62,77.4,81.2,866,0.0003
867,0.004,61.8,77.2,81.1,867,0.0003
868,0.004,61.8,77.1,80.9,868,0.0003
869,0.004,61.6,76.9,80.8,869,0.0003
870,0.004,61.5,76.8,80.6,870,0.0003
871,0.004,61.5,76.6,80.4,871,0.0003
872,0.004,61.4,76.5,80.3,872,0.0003
873,0.004,61.3,76.3,80.1,873,0.0003
874,0.004,61.2,76.2,79.9,874,0.0003
875,0.004,61.1,76.1,79.8,875,0.0003
876,0.004,61,75.9,79.7,876,0.0003
877,0.004,60.9,75.8,79.6,877,0.0003
878,0.0045,60.8,75.6,79.5,878,0.0003
879,0.004,60.7,75.5,79.4,879,0.0003
880,0.004,60.6,75.4,79.2,880,0.0003
881,0.004,60.5,75.2,79.1,881,0.0003
882,0.0035,60.4,75.1,79,882,0.0003
883,0.004,60.4,75,78.9,883,0.0003
884,0.004,60.3,74.8,78.7,884,0.0003
885,0.004,60.1,74.7,78.7,885,0.0003
886,0.004,60.1,74.5,78.5,886,0.0003
887,0.004,60,74.4,78.4,887,0.0003
888,0.004,59.9,74.3,78.2,888,0.0003
889,0.004,59.8,74.1,78.1,889,0.0003
890,0.004,59.7,74,78,890,0.0003
891,0.004,59.7,73.9,77.8,891,0.0003
892,0.004,59.6,73.7,77.7,892,0.0003
893,0.004,59.4,73.6,77.5,893,0.0003
894,0.004,59.3,73.5,77.3,894,0.0003
895,0.004,59.2,73.3,77.1,895,0.0003
896,0.004,59.1,73.2,77.1,896,0.0003
897,0.004,59.1,73.1,77,897,0.0003
898,0.004,59,72.9,76.9,898,0.0003
899,0.004,58.9,72.8,76.8,899,0.0003
900,0.004,58.8,72.7,76.7,900,0.0003
901,0.0045,58.7,72.5,76.7,901,0.0003
902,0.004,58.6,72.4,76.6,902,0.0003
903,0.004,58.5,72.3,76.4,903,0.0003
904,0.004,58.4,72.2,75.4,904,0.0003
905,0.004,58.3,72,74,905,0.0003
906,0.0045,58.3,71.9,72.1,906,0.0003
907,0.004,58,71.6,69.8,907,0.0003
908,0.004,58.1,71.6,67.3,908,0.0003
909,0.0045,58.1,71.7,64.7,909,0.0003
910,0.0045,58.2,71.8,62,910,0.0003
911,0.005,58.2,71.8,59.3,911,0.0003
912,0.0045,58.1,71.7,56.5,912,0.0003
913,0.004,57.3,70.8,53.6,913,0.0003
914,0.0035,57.3,70.7,51.2,914,0.0003
915,0.0035,57.2,70.6,48.9,915,0.0003
--,--,--,--,--,916,0.0003
--,--,--,--,--,917,--
